Locus_Tag,A_1,A_2,CO_1,CO_2,CO_3,H2_1,H2_2,H2_3,S_1,S_2,S_3
BFJEKD_00005,9784.365806,2602.754385,2827.945923,1806.205232,3253.90561,683.9103531,623.3179794,977.9849494,871.2275928,2561.520013,2008.896872
BFJEKD_00010,12.68379265,56.84303236,27.61659111,18.00225763,21.02439568,28.93919146,31.57550109,30.58843626,8.706456615,24.9480862,30.40417165
BFJEKD_00015,24.72004582,91.66131865,27.66489942,17.51933293,20.94137975,42.84529529,35.44077491,35.97689464,12.51566275,23.227057,27.30338834
BFJEKD_00020,132.5394882,379.9886653,36.6198622,62.63701032,37.43817828,60.37485007,85.29330737,38.39887031,102.9997126,38.46329079,29.0742449
BFJEKD_00025,53.9576149,125.1396329,29.39745486,50.25830994,27.09294943,76.0771175,86.58910276,65.75086186,40.58068654,39.94640921,56.74053605
BFJEKD_00030,211.5186233,343.9173248,717.1032602,693.8202051,681.4922946,429.3534005,535.4947684,718.0272205,669.2049394,510.6934873,554.1789593
BFJEKD_00035,20.04965424,44.61849721,83.62436421,78.32236733,92.0926995,97.58327261,100.2721871,90.84745616,49.06847853,63.92734417,66.39039204
BFJEKD_00040,132.3273173,77.06607908,766.0763005,403.2699095,943.7615351,172.5675937,162.0316731,637.1360533,443.9957777,850.0038354,795.0249552
BFJEKD_00045,79.47328212,87.22886375,127.7394696,132.708692,157.6134392,350.6768371,269.0742806,236.7225082,150.6781699,133.7657388,192.3975216
BFJEKD_00050,9.110581998,36.9096112,14.38612307,19.85750309,28.0833027,68.7876439,30.11119545,20.60223078,24.695161,28.58318544,21.14490538
BFJEKD_00055,9.381716714,45.32652207,9.432388749,10.75233527,13.98673514,91.03109496,49.51750344,18.6947804,8.052217112,13.33714608,16.26773226
BFJEKD_00060,59.3139284,183.0471447,107.6862637,122.2386664,166.3026579,233.2284946,186.2950278,106.0499496,86.44931064,117.9211923,117.9270181
BFJEKD_00065,151.4990139,202.7956127,257.7955072,288.5098657,423.5982644,314.2093582,298.2990403,190.8313902,617.867514,269.0266795,157.0528407
BFJEKD_00070,19.95305341,44.2824551,63.24178482,74.00860435,54.22510088,111.1019603,94.6001399,65.14813789,80.15182616,67.7695975,68.91277156
BFJEKD_00075,6.317654353,24.04362258,7.808949291,13.95057993,8.5844512,39.58923249,26.02545964,12.69729328,17.59181048,15.96938851,16.30619026
BFJEKD_00080,19.69738423,68.93188683,19.47759292,34.20971045,17.17773868,33.20480221,32.84014856,24.56073446,46.27780929,28.46857598,26.78054114
BFJEKD_00085,10.99312573,60.18616429,23.64325055,26.82291269,16.31106139,32.27832893,42.75279269,19.67756547,30.20361469,21.77493238,18.64820373
BFJEKD_00090,2.150476959,10.86456218,4.30973713,4.504083821,5.669042152,6.601948016,5.413144294,3.861785782,5.736345426,6.599883269,7.019031437
BFJEKD_00095,2.669895666,22.07607769,7.584509009,7.87478619,6.115938846,5.592031567,5.900282875,3.63322006,9.2000015,8.515438118,6.139902649
BFJEKD_00100,6.197009812,27.08327146,10.66483517,24.04248881,9.053360801,13.84298654,10.61026897,9.727334579,29.65799246,10.54166474,20.73056147
BFJEKD_00105,28.71681088,49.24108883,24.42793938,34.12653489,25.40636847,63.88247983,48.42609843,41.20734153,32.36007112,26.37664743,33.39274674
BFJEKD_00110,17.50655272,67.21397996,117.7341374,131.6942736,81.38435449,130.4383507,162.6653789,136.5332926,159.1234141,70.12893462,102.0793543
BFJEKD_00115,0,0,0,0,0,0,0,0,0,0,0
BFJEKD_00120,3.765412385,4.772042152,7.97255017,12.86415798,7.19059153,12.20582067,13.85760973,10.48451256,22.8395196,7.284374683,9.5704403
BFJEKD_00125,1180.061048,528.6162165,425.5729065,1272.186401,443.1261361,1756.519595,2375.509044,702.1766807,4683.294727,554.3551525,585.5955423
BFJEKD_00130,175.6041904,160.5323984,90.01827944,152.7499456,63.61966386,786.6477055,1344.680196,152.8579523,406.8102397,59.04884403,89.88095137
BFJEKD_00135,109.7019383,195.949984,134.1654384,208.0235412,99.00288102,567.7675294,609.7513335,225.8787035,351.0227435,128.4797988,163.8161756
BFJEKD_00140,171.0010688,299.9707334,103.3830159,227.8936515,52.31402236,1476.406251,851.8487833,242.62796,402.2958091,121.180346,183.6586067
BFJEKD_00145,87.57620418,203.9525216,73.6692829,84.53649291,50.27490052,1739.745863,582.6922013,152.4059184,120.5366596,68.36539751,77.44199793
BFJEKD_00150,10.35488406,17.06230166,12.88536487,13.69410366,11.12213798,36.22372587,19.10218203,18.43110739,13.77496156,13.57542555,14.14059438
BFJEKD_00155,0,0,0,0,0,0,0,0,0,0,0
BFJEKD_00160,13.88514966,54.61379052,40.66405587,55.3231557,49.78841998,94.55406839,64.69769916,50.99515544,58.50880234,52.49409838,51.36911804
BFJEKD_00165,9.527604654,62.55581707,57.96757732,39.92054913,46.90551536,43.12570966,37.34399304,44.43358264,42.54169769,57.96177527,55.2929836
BFJEKD_00170,11.13794349,49.44372599,34.38952055,36.75889685,36.27589256,44.02768269,33.30084201,32.89252628,36.74540169,41.68357421,44.92067497
BFJEKD_00175,25.6506267,129.2393782,33.86148297,46.25316895,29.68613173,256.1575078,127.2366132,47.32235857,50.08974117,35.0785212,52.76876557
BFJEKD_00180,79.79518684,319.2917397,67.25866832,98.39762087,62.47634139,607.2618394,294.0121539,87.76950176,78.03101105,70.99932328,103.5127596
BFJEKD_00185,109.4702552,317.83643,35.34652807,83.24388599,32.92729748,136.642256,250.2109578,32.76208858,85.05486057,36.03496322,39.27607013
BFJEKD_00190,44.10304628,73.19058261,123.7811871,129.3649824,194.860651,260.2651885,185.3163371,167.2011683,205.1855957,154.2159419,112.662699
BFJEKD_00195,9.491556657,22.49906557,25.0483711,32.88126015,52.73455308,62.59265368,37.02665574,32.73941955,30.44038933,49.67577293,34.18928201
BFJEKD_00200,17.01810392,56.11537,63.10578411,48.41097747,141.1000806,87.43345005,48.50329624,58.1353105,13.35068308,126.7880449,59.58460262
BFJEKD_00205,21.67143382,71.08698625,32.38373058,39.81529065,42.34824322,61.21007527,49.53182452,33.31383317,20.77534057,48.55070688,65.05889003
BFJEKD_00210,110.7360873,102.8848468,73.76430645,112.683988,89.51510492,62.32451235,67.26102598,70.38340523,93.62439782,88.78881587,116.7668664
BFJEKD_00215,89.5700153,61.70756104,31.18521288,67.19567385,39.17652066,27.59362077,26.09740502,33.51352889,49.49983515,43.4421501,61.76945803
BFJEKD_00220,6.691826145,18.398958,16.02592485,15.79229966,20.07199475,37.62314954,22.66449102,16.76272182,6.942483973,25.29926814,21.17321181
BFJEKD_00225,18.78206643,21.99505409,16.63282935,16.75413686,24.48998154,75.42541303,46.53646812,27.84660159,25.15476471,19.96607653,14.10610265
BFJEKD_00230,244.2317671,133.3010976,138.4896607,173.4995976,168.2614754,311.8147559,246.6340351,207.7711561,259.902608,116.005285,110.2926744
BFJEKD_00235,550.5759036,226.4542648,229.1942424,346.1501915,204.8826148,416.1325986,444.0359447,304.217685,447.7330654,139.4146356,213.4241274
BFJEKD_00240,37.38956056,96.92520037,62.47592939,79.84902301,160.5292975,122.6516063,65.07519691,46.15646392,82.09552394,147.4056858,46.03351902
BFJEKD_00245,33.79054229,121.2579322,55.15135312,58.31466,102.1829544,305.9704238,153.135792,58.2249984,87.30917401,78.96658001,37.56545538
BFJEKD_00250,33.00380635,249.587523,54.88575787,40.19802362,84.40672214,155.6900595,107.7732873,63.12368658,65.62144386,57.2268644,36.12854015
BFJEKD_00285,48.1367154,23.83618362,155.107622,94.63916007,260.756447,13.34468511,19.29429617,64.20782244,82.18277627,237.3876517,99.34089242
BFJEKD_00290,45.88538762,58.20097275,36.71777627,49.94119918,52.77347966,44.34618833,44.95132698,52.58202392,40.89812805,56.23417959,48.03969246
BFJEKD_00295,96.95936891,180.1638068,183.9924784,218.728008,201.9548099,171.6867965,184.4554452,191.4291162,225.3825265,219.5972466,184.5758683
BFJEKD_00300,1271.854866,1562.278771,11967.62222,7948.960917,12788.08325,2884.038239,3574.657035,6038.977024,4738.511493,12840.80707,9592.055759
BFJEKD_00305,26.08600232,53.12580592,351.2424657,281.3280342,450.6112213,403.5712091,327.5863025,376.5246683,137.7372825,460.3839053,384.2878152
BFJEKD_00310,9.352249967,36.2708899,181.812612,105.3641176,211.5294493,224.5088018,161.6207987,186.806493,46.74875758,188.4842832,168.5337912
BFJEKD_00315,6.030514685,27.4568957,112.392792,60.74875695,107.7462113,115.4824358,71.36989113,110.1194045,38.5122832,115.0108464,117.2172806
BFJEKD_00320,6.276596828,22.78170575,78.04517667,63.27704301,87.52279151,57.98584085,45.7128712,92.60053179,33.32563164,92.82251202,99.00893998
BFJEKD_00325,22.14695814,22.20762014,38.2513452,108.5736821,36.06573162,22.20178954,18.55189295,45.63430386,32.30576747,35.78638374,135.965399
BFJEKD_00330,2377.077033,576.3973162,384.2707618,1171.561111,359.7085461,213.9653777,204.3412807,437.503576,504.5946322,281.880974,965.3578031
BFJEKD_00335,28.61648041,68.25061348,83.95519544,100.9909751,58.56945342,193.4274982,256.5083535,131.4225653,72.90951333,59.94864463,97.67129146
BFJEKD_00340,184.4186784,264.8139611,510.0148081,612.2820484,434.9329692,521.2611539,627.3880662,530.6025716,978.1636907,375.8982443,431.3560698
BFJEKD_00345,2.246498435,8.365803572,5.262091636,5.33662002,5.819365774,8.53012911,6.162681925,6.531682217,5.692870058,6.836539751,3.828077011
BFJEKD_00350,2.323645007,11.50567241,3.251933963,4.942781419,2.621399813,5.266860199,3.405403559,3.804095486,5.363420861,2.683517293,3.316847903
BFJEKD_00355,2.492322086,9.862242845,1.490632111,4.425731771,0.835028964,5.447662862,4.326247116,4.988899187,5.20283063,1.090750037,3.967487577
BFJEKD_00360,12.51927484,13.91095307,3.994894058,15.58616516,4.354490941,9.948917299,10.99463491,9.043537677,23.19713354,4.737616369,9.796445079
BFJEKD_00365,43.31691286,49.89876931,11.55233433,38.63451016,12.66331494,20.99219993,27.20632262,21.43781315,61.75969778,10.36410854,19.41879066
BFJEKD_00370,17.65461458,28.6230605,59.60967574,59.91740667,91.89190838,145.3239787,118.5785005,116.3771745,103.0367871,88.76763655,38.18576967
BFJEKD_00375,21.79548839,79.14046408,40.00489148,33.0331674,36.8054303,35.56458414,26.37845727,34.8138575,33.6101478,39.36507719,28.0620563
BFJEKD_00380,3.809330639,11.45155805,5.95923423,3.719280037,8.213205168,10.75487033,9.75415535,3.906522206,17.0966719,5.329609575,2.294731247
BFJEKD_00385,4.244012781,14.2903427,4.31771378,6.31418898,3.971990586,5.319528801,7.346277471,5.88259826,6.263865095,6.023584449,5.286226345
BFJEKD_00390,2.722768831,10.61491923,3.122780694,4.089852288,1.981110203,6.462303072,4.594576703,2.483724789,5.588015997,3.125668151,3.653836714
BFJEKD_00395,154.6644339,278.3789573,107.4488747,166.9156694,102.5234576,117.469144,175.6718526,153.5332622,228.8783843,106.512368,153.9168564
BFJEKD_00400,77.0863591,153.4256571,49.25743159,87.45552564,62.54262705,78.29724598,82.37815999,59.66186907,72.79354686,55.90994075,79.03678225
BFJEKD_00405,252.4021667,404.9080982,83.70254217,233.5556056,108.4685583,170.9096134,181.0047481,100.5523596,242.0033425,114.4923956,168.709734
BFJEKD_00410,19.6996813,51.58976308,46.18858463,31.04915698,50.14672715,85.21478838,85.90353591,64.28004722,20.61833532,53.3694644,43.76563885
BFJEKD_00415,25.56259496,28.68619612,19.46230439,57.56919411,21.37617679,35.58402944,25.0254429,30.42842472,50.87896304,25.25376773,52.34838684
BFJEKD_00420,2.719982296,14.87507853,12.32747836,12.1799407,10.12900763,18.88638705,13.0123272,14.60620875,5.631203345,14.14573204,23.31696868
BFJEKD_00425,6.133293413,22.17488558,50.76020503,40.38820727,53.81035303,50.85127448,36.72150483,52.06047388,17.98352036,29.59388443,54.52963046
BFJEKD_00430,1.774905433,3.837504294,3.775506517,3.377616563,3.919654293,6.659248527,4.644198401,3.300201658,2.764910866,3.920013544,3.946586062
BFJEKD_00435,1.709529791,7.371972134,4.903911868,4.079064968,4.067998246,16.54803321,9.704028982,8.660485403,2.636669289,3.938456722,4.576271224
BFJEKD_00440,2.768701233,5.911270132,4.438771176,6.68866525,4.230084929,13.84259516,12.23668439,7.033185828,5.602083603,3.979433597,6.00297023
BFJEKD_00445,56.1622574,87.66180916,91.20583265,144.3600366,80.65793119,117.5615002,142.0350126,106.1358419,95.36338141,66.4191672,101.6441049
BFJEKD_00450,192.5519806,137.6561475,317.1071378,639.4584337,314.32876,280.5546374,390.050507,362.9424158,375.4253049,140.8158298,343.8075953
BFJEKD_00455,1.029292664,2.968260686,2.162840732,2.1439162,2.49444958,3.763959964,3.314827154,2.825046661,2.025551672,2.280848645,2.222235279
BFJEKD_00460,0.326462522,0.608896936,0.627705015,0.809511408,0.80731516,0.52668602,0.798508421,0.519434725,0.205912725,0.688972078,1.174716966
BFJEKD_00465,1.103817952,1.197254157,1.091501109,0.591208741,0.9826746,0.356160628,0.37798247,0.47419707,0.601535207,0.838625848,1.021343498
BFJEKD_00470,2.31607613,3.760941708,4.597815094,4.542229156,4.738177378,5.095301235,3.433326109,2.805708901,4.382520343,4.760928502,3.571708075
BFJEKD_00475,2.277775651,3.100155255,2.815449146,3.938388643,3.653677752,4.568625018,2.710365725,2.571201889,5.940876278,3.090250677,2.563280367
BFJEKD_00480,1.154278201,1.863074071,1.545643534,1.860430682,2.140826808,2.327764106,1.529286217,1.147857986,3.494633105,1.305004509,1.631717826
BFJEKD_00485,0.258042233,0.499794721,0.717645639,2.111515983,0.191435212,1.977437931,1.262312713,0.61585674,2.490187661,1.050255126,1.293294042
BFJEKD_00490,1.531225228,3.707233685,3.481168257,4.230827134,3.083370184,3.617290279,5.250091533,2.610357247,8.505972456,4.41449241,2.867365704
BFJEKD_00495,1.060099701,2.566596507,2.031024449,2.760105316,1.454954701,2.095083134,1.847471512,1.23341788,4.227517415,2.534886987,2.288747446
BFJEKD_00500,33.7800211,33.64607022,49.29442568,113.74318,36.68809701,58.31937187,59.88452384,54.94782349,209.1095821,49.8354493,70.80904739
BFJEKD_00505,4.994227979,9.949555835,4.14481282,7.536497596,7.092611199,7.13642117,6.718575819,4.256956769,11.34020014,8.614758242,6.271454907
BFJEKD_00510,202.739799,329.7666114,1075.303489,1051.670633,779.3280085,1585.61875,1664.332374,2014.381372,173.227673,637.5393706,984.0921071
BFJEKD_00515,275.1783764,1527.897996,449.2081041,258.0238288,416.1279622,892.482694,656.3859597,190.6436375,304.2130801,407.7070167,529.6813977
BFJEKD_00520,909.3372362,1763.26543,26635.47851,14064.46125,14924.56948,30867.93982,56049.43057,36216.64493,10826.69513,20240.31925,8556.241655
BFJEKD_00525,84.58375326,13.99899707,9.650113284,15.82543567,8.801779078,22.88084076,18.8458095,11.06593218,48.84745071,8.649371657,10.04191822
BFJEKD_00530,223.9803762,266.3734899,4735.25783,3151.560826,3572.646678,4847.680225,16508.07193,4290.426488,1393.130146,2479.431065,2299.604094
BFJEKD_00535,100.8319203,282.4299444,1930.037691,1067.139945,2191.003159,4589.569023,6991.537947,2288.821378,376.8536781,1952.309319,955.2966181
BFJEKD_00540,82.10476708,467.4175185,2674.897437,845.0155282,3244.867998,7690.072471,5422.054771,2850.26066,136.2131651,2733.750169,901.4575239
BFJEKD_00545,43.97636579,395.372505,1885.905844,700.9987147,1997.870982,3002.448071,1495.493452,1779.380879,122.4375152,1949.391661,796.5893093
BFJEKD_00550,86.07026416,27.95011768,92.80509136,381.7868435,85.10515516,58.57622306,65.2394259,77.44215212,224.314111,62.67389397,298.9090133
BFJEKD_00555,11.65271327,18.66622784,50.20793723,42.03346683,60.26937185,74.84315829,54.51653282,43.22505216,15.16421151,54.1390442,53.74073255
BFJEKD_00560,12.93856488,30.13657872,28.14634309,32.90163762,32.18035368,61.73419595,49.09840163,32.74364184,23.07206288,32.45870853,32.84452236
BFJEKD_00565,17.95543869,55.2297958,95.23542085,71.45961952,90.2001695,114.6294502,63.48498422,114.9005844,38.76858601,93.1338218,81.68478329
BFJEKD_00570,23.09627659,60.00107134,91.66937874,88.13719796,115.2317828,119.4061974,109.5911122,94.6452853,48.07350273,135.0712973,82.1055905
BFJEKD_00575,86.88870982,181.5480179,260.407909,195.3984558,352.7475839,400.3424401,371.7751054,301.8988498,144.6178784,266.4075292,179.7426403
BFJEKD_00580,57.17878492,78.02925398,114.9871326,105.5658704,129.0270575,115.3714807,134.5555526,133.0301437,83.08791468,124.2784294,107.36942
BFJEKD_00585,461.2539371,191.4323641,583.09447,1972.554421,972.1664895,417.1643438,477.0414614,453.3728606,1075.55064,655.2333958,1026.75838
BFJEKD_00590,20.43899469,43.94301062,72.43078947,136.1658712,67.82352743,62.21294023,85.82472984,87.22862482,100.1359355,75.12923155,88.50370944
BFJEKD_00595,48.47968446,27.26098061,41.34500571,171.9167211,51.43509053,44.43276172,45.26383621,32.76208858,154.5670586,47.26642138,87.89264817
BFJEKD_00600,39.16060696,99.01636555,2156.078247,459.4583603,1712.809052,101.3760445,105.5534012,235.1232145,46.64604378,2059.973931,705.7413667
BFJEKD_00605,14.13990797,41.36024438,405.1963973,69.98081564,338.7501619,38.17533133,21.29236963,172.1786979,23.31575525,333.0371507,117.8545284
BFJEKD_00610,9.733372941,31.90388464,156.6080734,53.28335358,137.0129157,43.61936342,28.5890679,132.9777965,32.25451906,185.2118832,81.20903264
BFJEKD_00615,8.108298102,11.27519354,19.83429857,17.1250008,40.3827541,30.27890208,19.48570681,14.2769368,11.84496694,47.23292109,20.89847979
BFJEKD_00620,22.24846709,43.15153996,73.71126525,93.21856379,116.1504675,117.8239895,99.39393982,93.16054435,113.7537725,90.67748045,59.91341765
BFJEKD_00625,48.32082937,78.72928129,154.476377,165.9125099,122.9075646,110.807396,144.6820191,167.817453,143.7577758,129.1149769,137.8994442
BFJEKD_00630,20.62549615,67.32036354,100.3208283,97.54025253,112.3494077,143.5928929,101.7849996,113.5725187,82.10124433,104.0920281,86.89992665
BFJEKD_00635,24.0289562,39.36768597,70.18620732,85.77126507,74.81048238,124.4640365,99.77335922,97.41231316,68.07889279,83.80522916,71.39868898
BFJEKD_00640,64.05928641,114.0567838,71.44654401,73.87293986,110.2092961,70.86578899,60.38462801,77.10594891,51.18778162,84.95793289,79.76206362
BFJEKD_00645,50.83633578,103.1366755,14.25261682,16.90487494,27.97347029,42.6368792,52.39275759,26.21420676,10.22453201,20.66800891,19.33956469
BFJEKD_00650,18.47481088,33.11036763,4.842295828,6.292111396,8.851109843,19.6070841,15.9520205,8.28734493,6.368319005,11.71699916,7.551751922
BFJEKD_00655,45.57595336,195.4054188,128.2735514,105.0606672,125.3186493,166.6097159,155.4284164,173.7067838,75.01175356,82.67203565,98.57986161
BFJEKD_00660,188.5321062,84.67536649,71.79229902,194.6047826,49.51825486,161.7155075,133.9020507,113.0490396,95.58961096,60.6883836,186.7252747
BFJEKD_00665,154.383827,122.3908623,169.2026994,225.4259043,136.6777159,177.15495,185.3015711,204.1628656,237.330473,88.50085625,177.265252
BFJEKD_00670,13.35106434,39.0951164,12.74518496,26.48472808,9.453788089,35.46748836,27.6593944,22.60684279,34.56768006,12.5704633,19.38908044
BFJEKD_00675,45.50887551,96.44927459,39.66647333,56.14771124,29.54773485,108.1286399,87.31689581,75.30504925,49.88853502,30.82657924,43.54843608
BFJEKD_00680,5.314809851,17.9914993,62.40912273,44.55874593,73.74339596,89.10474084,70.79575659,56.56644155,24.70705605,71.71608779,46.18651475
BFJEKD_00685,9.087650601,25.45609779,55.98286912,43.94160086,116.0260167,130.5321434,63.72586081,63.84276798,17.88919327,112.1558161,48.82438794
BFJEKD_00690,9.831206564,32.18857301,93.96062482,55.73976105,192.5707314,98.16553537,46.05477884,71.39985514,30.82485792,149.1099322,61.20305492
BFJEKD_00695,79.28920355,91.91629736,101.054641,225.2953469,96.35721408,67.49210618,59.90492262,59.89458605,122.940866,103.6783395,231.1188974
BFJEKD_00700,28.64111439,77.10400205,50.42335793,55.02406992,73.88115149,54.04954704,38.96380267,29.23958245,24.98449583,76.82338739,71.01409643
BFJEKD_00705,34.51696832,99.39009888,57.2951911,60.84436861,128.6148653,110.6872251,65.87694472,43.47361088,37.65926991,100.0045561,71.70189719
BFJEKD_00710,43.44952112,97.37667146,77.45002941,85.62190255,150.6218579,166.7774518,108.3578863,76.23802659,47.5308646,109.7278497,86.61193123
BFJEKD_00715,58.211834,73.99691841,46.55114645,98.86379152,73.34220782,144.8873407,105.9566993,59.85066581,108.0252763,117.7881717,63.94239694
BFJEKD_00720,39.86632061,48.41734314,40.35967103,62.39598286,108.3128618,72.09014897,70.81771557,68.22450466,31.08436435,79.59341137,35.62808675
BFJEKD_00725,32.97669593,52.25089688,19.00010589,33.62039086,20.85826704,29.46230211,32.29577046,24.45777406,29.38475031,18.35918539,23.29991751
BFJEKD_00730,4.694770666,11.54991975,4.459132511,7.683302999,4.912771977,14.3908499,12.32926305,6.604922283,7.378004066,5.229596051,7.73534956
BFJEKD_00735,12.94768331,75.6168779,53.81501017,42.05597431,29.91658159,197.086875,252.3268295,57.96998753,27.32386297,26.21502636,46.107256
BFJEKD_00740,2.700275275,28.82838336,5.195770911,7.579285878,7.765245351,177.4891059,52.59942097,15.81255942,3.160520896,7.85565505,5.194512562
BFJEKD_00745,1.544845291,16.01071957,4.974773733,4.173413152,9.952825008,104.6773558,24.01401079,11.40061215,2.030843389,9.376334284,3.949708741
BFJEKD_00750,5.353380794,22.84144145,13.89170979,15.08839318,24.37194766,40.9839751,17.03854311,18.37139621,12.6464732,23.05185743,9.383750999
BFJEKD_00755,51.57299766,85.04963879,48.32107829,81.25250344,49.77457655,105.8326017,111.7951319,89.4192736,74.5377561,63.74624006,76.07829288
BFJEKD_00760,119.2054579,155.5497479,84.56723786,194.2133512,89.47358586,176.5150575,193.1820015,175.4761808,187.9159529,138.5677515,166.3543066
BFJEKD_00765,20.2862579,29.08176603,32.05965295,53.95194973,53.8055752,38.36857967,36.84137059,55.45063696,25.75478662,37.11925278,57.92906153
BFJEKD_00770,5.124781459,8.066420701,11.97543473,17.86490488,16.37336059,32.10590196,34.44815234,14.90939984,18.6865798,16.29080629,18.22909006
BFJEKD_00775,39.68099295,42.01842128,163.466535,91.42256253,183.5678419,207.1914843,218.8814615,190.5026854,61.80171536,158.7620266,147.234802
BFJEKD_00780,1.873610993,3.091322904,2.991345792,3.523134431,4.517454829,10.74744806,4.710042424,4.099017504,2.393063974,4.377754256,3.210406614
BFJEKD_00785,7.847191723,5.925035565,39.04474645,29.92943566,62.95264213,6.329985683,6.547029691,17.45877826,45.03654484,68.07290187,31.43300198
BFJEKD_00790,341.1533351,36.32304412,1000.203105,6568.645399,1071.872338,1027.066999,2066.096177,1177.991384,16785.98475,1273.220399,2144.725515
BFJEKD_00795,24.46103241,66.96746247,173.2729009,85.71669923,316.7623882,284.0936758,173.4441298,141.7887418,108.2492148,221.1118944,79.01613279
BFJEKD_00800,60.23233523,100.4479208,83.44313347,94.40059459,107.015391,67.37819011,73.57684734,95.50178443,57.74086971,113.0371178,90.94466957
BFJEKD_00805,18.97501887,19.32853529,38.64407569,64.71738613,30.04186041,25.11021916,24.26522637,41.83048299,17.70145814,40.02888203,122.8924293
BFJEKD_00810,22.50652018,40.63100153,52.07865191,66.81114052,41.54475785,38.547159,32.41667478,92.66509777,15.07709283,45.65706865,176.0081587
BFJEKD_00815,6.2241291,11.15825564,82.69760079,37.55045955,97.66003055,25.24184625,20.92698703,62.91721936,26.55859417,104.7397541,63.25592908
BFJEKD_00820,133.0334775,246.5330016,393.436536,217.1919107,605.0827123,206.2853578,511.0453893,196.8008314,112.1812526,446.084814,280.7573548
BFJEKD_00825,4.889404073,10.55805669,10.37989567,10.68555058,13.2387266,10.38381745,8.209280803,9.889238033,9.189092946,12.55481261,8.136528609
BFJEKD_00830,14.13990797,27.77076292,25.89827153,23.09964611,29.20759398,20.44781018,20.68342308,30.76934613,9.308315016,32.29502335,17.95762185
BFJEKD_00835,55.24488529,34.90924004,123.0339015,245.5144513,129.9999323,141.2279857,87.63819138,118.384959,91.56021546,107.0227395,416.0550035
BFJEKD_00840,101.4351087,113.9304152,231.4091729,322.2730824,231.2962989,484.7347637,376.3650249,628.4146244,103.5440091,251.8293628,717.3092261
BFJEKD_00845,41.26086523,112.3285802,128.3620154,157.7754254,152.8890155,226.6577163,161.6001787,302.6846849,39.10660855,160.0805531,314.759075
BFJEKD_00850,248.0415602,916.7980497,887.4371801,586.1787748,736.4444219,3029.610848,2375.334407,1322.3324,460.1266921,667.118305,489.3175638
BFJEKD_00855,19.41431808,31.87926744,257.5874398,87.32098366,276.0715103,274.6503004,268.0368188,307.4728925,31.34249066,235.8360649,140.871639
BFJEKD_00860,12.0870758,35.79525728,127.9665251,51.99432539,142.1091278,157.909461,213.6983816,201.776636,36.6936476,174.8578725,81.04319136
BFJEKD_00865,16.50896497,30.27885972,218.2048021,66.51653406,195.291281,214.795542,173.3392339,289.3990639,28.00590977,215.8606798,110.9982789
BFJEKD_00870,78.7365088,158.2000939,36.83235657,40.41184289,36.73112208,93.74450849,82.69659018,67.15213443,18.3468238,36.85110605,38.88348862
BFJEKD_00875,596.9715331,862.6768762,266.1369391,457.6049055,321.5907417,343.1646476,420.550922,389.9453101,399.68831,302.9886488,311.0176502
BFJEKD_00880,42.68245661,27.92289309,42.80071009,82.41061198,51.66787719,44.0351571,46.81925871,40.38793529,50.43434201,49.41869707,96.57745026
BFJEKD_00885,6.390224567,7.167049964,6.683472949,15.29699541,16.04561902,8.359888935,5.51061895,8.652143237,7.208511252,15.69975006,25.67882792
BFJEKD_00890,4.039973705,28.13490258,3.462241517,5.7301265,3.756437439,8.212351765,4.347878351,3.11758229,3.455318482,4.275194772,4.859552362
BFJEKD_00895,4.724587498,18.76812942,2.34337361,4.119011118,6.295705205,7.233841228,2.944220993,2.621476786,2.494074744,4.858407848,2.877259671
BFJEKD_00900,8.800252799,34.6156274,16.0647387,17.47273896,15.6130997,28.04143737,16.58413783,24.03027346,10.73786974,20.73439722,19.36673124
BFJEKD_00905,22.41741896,32.77820378,192.0898161,155.6763148,129.3623442,158.663375,160.5503982,284.4103406,55.22357343,142.7471759,199.8636715
BFJEKD_00910,237.2028581,189.5723195,916.5729419,1055.245498,741.0816144,595.6840441,629.4348841,936.0858608,1202.680605,610.3247936,592.7950116
BFJEKD_00915,138.6190691,144.8211809,369.5229378,416.5530298,266.4368709,298.9519579,379.1081514,425.8668078,461.8990061,290.7736742,301.5925555
BFJEKD_00920,166.831676,107.7105223,124.0319489,265.9175588,130.7712162,120.0091717,117.3237015,122.0708706,235.7712468,112.7523896,171.9929481
BFJEKD_00925,34.96585429,36.63488809,38.57318109,59.6766129,43.71682408,38.45423952,45.45894431,48.74256992,42.15358607,41.14147549,47.1211655
BFJEKD_00930,22.76902438,33.51947733,37.35178723,58.6000141,47.18928878,45.91693546,48.80033245,46.22692757,47.12487957,40.73835352,41.41680682
BFJEKD_00935,26.19702399,31.53350532,11.58317077,33.34309005,12.48273852,22.69662575,23.14981571,17.06698,45.9002244,15.88425445,19.42487512
BFJEKD_00940,28.57400889,56.02903866,39.41628804,34.22664048,39.59321949,42.89006831,58.62034588,47.31011475,18.70435165,40.25035446,40.28220656
BFJEKD_00945,5.942087623,18.94825262,9.420413646,13.60678024,11.88321451,15.63007073,13.83889774,9.834693075,9.826036727,17.31493752,10.83685456
BFJEKD_00950,2.154652642,11.47366212,2.83934619,5.192647721,3.646128831,5.688209015,3.571510391,2.953694732,5.498992919,4.807593471,3.514997258
BFJEKD_00955,258.9359366,200.0595828,541.6582129,541.6913183,1622.774382,1567.231898,1121.999823,1210.903553,861.455882,1401.031315,414.729759
