Locus_Tag,A_1,A_2,CO_1,CO_2,CO_3,H2_1,H2_2,H2_3,S_1,S_2,S_3
BFJEKD_09935,7.457478706,18.06698752,29.37996119,29.9062901,53.97361476,63.23260535,35.17398085,26.29177128,18.35371851,45.13344118,31.82292935
BFJEKD_09940,134.0814776,85.39910509,136.7291989,237.5723894,221.4848616,124.7870938,148.9712197,130.9569775,169.9309771,113.0142752,186.4412353
BFJEKD_09945,680.7705979,355.0107386,719.0809305,919.914726,1100.182034,1088.751336,834.6190025,448.9199598,1762.709098,615.2258945,351.4838525
BFJEKD_09950,5517.048118,6210.077898,16363.79679,14396.25687,9694.360235,7280.295903,8155.218018,11075.39558,5520.47499,9091.954934,11813.32733
BFJEKD_09955,3.579313679,8.863481571,17.30393091,13.40073147,19.93300834,17.98848613,14.84571148,10.52366237,16.94992538,20.893764,12.61926633
BFJEKD_09960,4.309305285,14.21585067,14.88508471,17.38963574,12.6126958,32.42798609,28.37220742,14.61710663,14.97905066,17.65939252,13.51867043
BFJEKD_09965,22.44429836,40.05839263,90.58381177,86.77062834,61.9659236,69.09340305,67.21888248,70.58901481,46.13131416,59.77242875,45.53426714
BFJEKD_09970,11.7451631,25.12054369,30.96959155,22.32691876,29.03668213,36.14322412,30.03746929,26.51797666,16.66362896,29.03096269,21.13566776
BFJEKD_09975,10.50336935,41.58765092,20.93357847,21.54956547,25.39553939,87.70146896,56.66242426,38.11176077,9.447912047,24.7771044,23.86290545
BFJEKD_09980,55.55925742,95.91933352,76.91756337,74.9515048,76.49887793,202.8568826,210.1160837,147.6604513,57.13725126,67.92983471,71.91425473
BFJEKD_09985,4.33598829,22.99829392,18.42845866,11.46298228,19.54802435,53.8100268,38.34323717,31.96091512,5.566528583,19.91040935,19.49427478
BFJEKD_09990,35.49810867,110.9145338,151.0712811,104.8289359,147.8444604,272.3632648,261.2866405,192.9879119,80.65104409,110.2083808,104.8391491
BFJEKD_09995,70.71309679,124.1715945,143.2620845,193.415637,129.5952142,303.2863121,287.4710702,201.1232081,239.8631729,129.4844742,152.6467546
BFJEKD_10000,147.5303339,148.7108159,210.8155204,281.281405,182.6659774,243.5334193,363.0207165,282.4792977,445.5520164,152.2361966,201.711736
BFJEKD_10005,261.1601618,236.8536613,371.0477701,609.0763832,308.1153342,377.7829383,535.5174125,496.7756102,1139.21083,291.8797708,335.411774
BFJEKD_10010,10.8313401,19.91028592,8.686112867,19.48456865,7.798533881,28.62417849,26.84796237,18.33107546,35.21007694,8.785388846,14.64347799
BFJEKD_10015,12.50689178,17.50861334,17.83161524,23.95037199,13.22883324,27.26962272,30.4396917,25.49036355,28.60979803,13.60804702,15.46807118
BFJEKD_10020,5.339791331,8.951395886,8.105582147,11.01076299,7.366926337,19.3454065,16.49787833,10.84376449,10.31676469,7.117381114,7.512351477
BFJEKD_10025,5.3389623,7.140135202,6.834921987,10.63826938,5.375432976,29.2240827,21.92011612,8.53274963,9.849917202,6.596624563,8.380439743
BFJEKD_10030,74.93403079,231.8492178,190.8671606,166.6945891,210.6446715,287.7461289,254.1386134,239.4074647,185.9144812,161.4261578,143.2483431
BFJEKD_10035,7.533943013,11.82549503,44.54272847,48.89048974,57.5263626,34.95373753,39.43638564,47.83223956,40.13172361,44.33369322,29.6898349
BFJEKD_10040,171.2325249,245.399208,189.9368792,196.4029791,246.1856821,144.0754338,131.2016276,203.0017779,95.89663857,313.5886763,256.2711886
BFJEKD_10045,18.54003437,32.02754311,31.8197957,31.68389998,32.15555056,45.87680203,50.02051732,36.62467806,31.50249203,41.55377148,44.14262431
BFJEKD_10050,16.3843378,13.91095307,14.28729472,49.92155663,21.64613772,34.76127731,46.66283584,17.81092975,126.6440476,20.40157049,20.94037877
BFJEKD_10055,11.09972573,10.25757145,10.62614918,47.92307534,13.23996862,25.28092895,36.06596367,15.06360702,100.9384178,20.66916233,17.28512107
BFJEKD_10060,151.0640315,57.85971629,765.2166539,533.6865141,1231.327798,111.6667581,120.5023405,152.9068734,245.3820033,945.0634778,465.7760194
BFJEKD_10065,148.4062657,472.6776807,51.23395205,38.50873208,48.08998524,138.7505221,127.2876559,77.78975205,27.05379103,38.76969328,43.78736157
BFJEKD_10070,128.421111,474.4496736,71.47207216,66.95017533,71.64886322,153.7340561,131.4041003,99.89005567,67.59640981,59.36962106,80.05525334
BFJEKD_10075,18.71145716,63.09848568,23.63804937,27.53190904,20.65027198,49.81340935,37.00456129,30.07937138,21.88743892,19.2316454,24.08611402
BFJEKD_10080,14.27999654,30.38936391,7.283755386,20.22365949,9.387070567,20.82177181,14.67862124,13.71882887,19.66024295,10.44704281,11.76350081
BFJEKD_10085,79.36226002,215.8762652,14.8472563,45.51210101,21.04728412,26.20291511,23.12123569,24.12244722,63.33169691,14.20388422,23.89367756
BFJEKD_10090,6.729517357,21.35350779,19.17250743,20.47315574,21.89520123,18.25697338,15.13139907,15.0166833,16.65089891,19.69277392,13.82160982
BFJEKD_10095,64.52162384,438.7027206,62.06179699,63.17734286,80.21589499,49.92176139,45.10406872,36.73815837,71.60171624,80.76168051,105.8072103
BFJEKD_10100,10.1627783,72.84702422,14.38161861,13.46379373,25.52246146,40.14927529,24.0670438,13.11312963,16.63445358,24.311364,18.38599868
BFJEKD_10105,2.932172556,14.33636447,6.3934594,6.519166181,6.892545759,8.451136227,8.420967245,7.391222554,6.321331748,7.866742777,6.604896176
BFJEKD_10110,17.17849126,99.67541498,227.8518792,165.2528589,212.5411882,47.64130766,33.03947619,44.21854015,259.8977096,172.2801591,139.4205212
BFJEKD_10115,11.87507422,64.81239497,143.0747095,106.8251491,145.4075517,21.92330558,23.20665098,39.73675646,55.73542685,142.0082179,84.48522463
BFJEKD_10120,15.33605704,96.10831986,239.0669934,150.0062733,202.3022566,28.52469521,22.28190777,82.92126091,43.20497134,234.3296802,182.9967179
BFJEKD_10125,40.20569412,126.0003616,161.676164,141.3910821,180.5319556,412.5772928,265.0265557,271.6063551,139.8306436,177.5407863,188.8329714
BFJEKD_10130,5.876325389,33.46411087,18.15860936,16.25249826,25.65399173,65.87626679,33.21487912,26.4312362,16.55063126,25.19480034,17.94993341
BFJEKD_10135,5.648683955,22.40791359,10.00523016,14.38217349,12.96068121,22.82970375,18.01823461,13.20346916,12.49567459,15.48511296,11.8542095
BFJEKD_10140,6.097477419,16.86856039,27.10123633,29.42443401,26.18044936,20.69366362,14.87543913,25.20305664,20.28373188,36.04720959,42.48469468
BFJEKD_10145,45.90484296,56.82685519,106.7257621,150.2244267,128.347485,87.6677375,47.17639267,168.4099536,48.49443945,114.0566287,365.7483979
BFJEKD_10150,105.9959585,115.0884314,129.7067151,197.3761331,147.7505855,287.5403472,127.9020681,237.9766775,49.29246832,110.9781539,466.867461
BFJEKD_10155,148.2862729,34.08183501,28.24960798,43.16199182,32.88309977,623.2200432,226.9931295,312.4928581,22.01618856,48.96376918,61.11524948
BFJEKD_10165,155.0927422,361.3574632,131.5442893,123.6381059,86.31813689,319.8719106,261.8027285,261.2542782,210.6647062,120.0235676,166.9203707
BFJEKD_10170,15.02018435,14.06586346,21.65013112,38.76784387,28.5875872,30.34837574,25.11833616,15.6333656,23.8631294,14.71370785,22.60816243
BFJEKD_10175,25.3956564,34.40253662,46.22169506,70.12792478,67.03422991,66.88597071,64.27275564,34.97553068,49.70609881,25.52703431,36.87546088
BFJEKD_10180,312.9376457,212.638854,179.6645476,710.3346958,241.5486958,434.5159664,415.1293183,174.2703502,777.7500121,125.9764353,151.6343838
BFJEKD_10185,11.51684318,18.95730201,26.09826455,35.22115268,29.45521109,24.55050083,21.71930087,37.80450931,19.10268545,12.38727876,26.56083276
BFJEKD_10190,28.76034144,54.29561417,36.31188579,59.66491349,30.13881758,68.9100211,54.4427966,54.59556433,28.12640829,22.66453646,79.11707674
BFJEKD_10195,25.73252328,50.78335878,65.97992697,67.25137934,67.11706985,86.69378799,76.59186946,55.37377561,45.2407623,67.84136694,87.12265124
BFJEKD_10200,100.0554973,321.2165526,161.9435548,101.0113557,147.0511542,177.0174723,257.9439783,192.3877308,31.60029671,165.8343091,138.8547934
BFJEKD_10205,8.177724551,38.54206303,26.23709299,12.08736786,35.89994631,56.75954439,45.07026614,36.93450898,2.664225238,41.82216431,31.39086319
BFJEKD_10210,43.33553787,41.77758895,48.38403307,108.4360053,73.39662944,65.21930968,33.12911303,39.93217081,76.376274,68.23956697,110.2070137
BFJEKD_10215,6.41979228,20.48963219,11.93204082,10.72466314,37.07172302,14.0215694,7.639024922,5.759793396,10.44040827,18.63920935,7.783943416
BFJEKD_10220,2.223054314,5.476057715,3.973757053,3.205665175,10.30134144,1.820828812,1.254798947,1.061130938,1.591999526,6.171221323,2.373407747
BFJEKD_10225,1.838550908,4.289904688,1.475160481,1.967548984,2.440798947,0.364264882,0.236683634,0.384910462,0.805648949,2.231792142,0.646647021
BFJEKD_10230,3.73848313,5.605906459,2.18626043,2.033444327,3.996210041,4.66942531,2.605580649,0.719552767,1.004055034,2.781412595,1.983743788
BFJEKD_10235,6.867418781,10.58562564,5.72972853,4.086903808,10.18953955,14.81855248,10.02589358,4.660943663,1.949197748,8.327072596,7.280971972
BFJEKD_10240,100.8402885,69.17139261,37.03927365,27.03991196,61.04446835,108.286853,71.97185889,63.67267669,14.97601628,68.53431554,63.44660867
BFJEKD_10245,85.84848207,87.66674696,51.7477255,29.95607343,101.7838113,81.25819953,63.6622782,59.95808393,8.641998675,118.6773331,65.13009521
BFJEKD_10250,135.0024546,170.8438923,82.81082475,84.39915343,112.3934074,97.22294748,83.58137361,78.94393299,45.8670595,105.5096146,74.50275255
BFJEKD_10255,49.97136705,74.5841099,53.47012047,73.97688865,45.2493937,82.09009334,68.00527678,52.21517681,81.94914631,74.87915103,61.7268584
BFJEKD_10260,7.912566201,29.59024762,23.51044055,20.01276846,23.20962668,25.57997949,20.76798596,17.17766233,15.09898682,22.83241787,19.47669352
BFJEKD_10265,3.095765291,12.2053956,38.92853342,13.94034472,59.16228199,18.71248836,15.69940981,13.84114427,9.934933961,39.70413719,24.12509867
BFJEKD_10270,5.849400645,17.35283836,99.48338697,50.23310377,185.7757025,44.37736949,38.75647057,34.68030039,25.4711918,123.759273,57.26355942
BFJEKD_10275,33.78354823,115.8994079,469.2553093,165.6841077,860.1842114,166.7691171,110.4512905,80.31512421,147.5058044,462.153162,177.425128
BFJEKD_10280,26.75755139,81.89427639,69.9030742,71.53810039,46.87593765,150.6409864,137.9370325,131.9032417,89.33702325,45.99789661,75.99043408
BFJEKD_10285,9.905088155,46.31888768,98.43340915,113.5486529,116.0803869,89.76813372,75.28793682,104.00182,150.8964653,105.2034404,79.47873121
BFJEKD_10290,96.11289823,128.4444666,100.4747561,89.49148612,105.0812945,115.3329522,106.9088703,182.5859436,15.52199537,113.8311933,163.5277938
BFJEKD_10295,70.27482465,39.49543318,25.58967103,105.3161887,68.5000703,45.60290646,42.9904649,57.69920882,141.5399721,35.58957192,52.44401258
BFJEKD_10300,16.52373649,11.11501192,9.915936926,33.58818865,20.3563121,9.36321061,8.117949695,13.72437252,21.96379785,15.19395036,26.87776747
BFJEKD_10305,18.8417497,10.19643262,21.0652747,38.82606172,25.96686269,13.99696113,11.24112972,28.40631023,35.3404067,24.4585611,66.70285729
BFJEKD_10310,105.614499,88.41707457,148.8267312,162.1849245,177.5671906,113.9462887,113.6209813,204.998876,221.8203555,127.3825961,169.2360405
BFJEKD_10315,182.4472076,358.3358466,257.941925,266.9903541,219.0515134,275.9981046,258.2620222,248.9066273,214.6125377,197.9933508,264.1295158
BFJEKD_10320,83.03030132,148.10247,114.7355095,168.2164705,117.3836242,171.8752045,143.4653463,129.9885399,136.5201367,126.0818902,171.8443104
BFJEKD_10325,16.65521727,52.34995441,31.76017307,52.06442404,39.30065875,136.7476685,68.31514888,40.14916972,49.30445292,38.82493415,50.1852976
BFJEKD_10330,75.34654548,129.0080386,225.4349447,159.8393974,175.6856894,420.4510188,410.0991832,212.1043773,88.96798249,138.9199385,186.9441997
BFJEKD_10335,122.7445563,225.1978058,332.5803879,384.9425804,305.0221959,337.6402755,388.1339989,272.0837408,300.2663239,284.6535737,330.5067558
BFJEKD_10340,16.65757274,68.53412475,23.88251883,21.16784341,22.23977762,173.2868566,120.6192537,49.4327537,6.979769924,20.41480967,23.20522031
BFJEKD_10345,5.386631606,38.34911386,8.99750914,19.49390985,15.66082313,104.1076768,30.00071672,19.28401416,11.36346069,18.66509152,16.22095903
BFJEKD_10350,3.276080041,14.39905668,11.52523042,6.467570089,9.721774135,25.00372579,12.71309459,12.10419603,4.434709846,10.76972142,16.51669719
BFJEKD_10355,7.461637556,31.39436879,27.66891605,20.01981558,21.64484194,31.65034588,25.27418968,29.36372585,9.804009605,20.64446044,36.91249325
BFJEKD_10360,62.72629482,122.4239886,63.5617479,116.1396727,42.40786831,53.5190704,48.02177281,66.28221262,27.57036363,41.69168504,192.0125776
BFJEKD_10365,102.9445151,108.4171104,32.33961857,73.01792898,36.53677752,38.89952461,56.88421893,44.48587395,86.20094992,40.13613868,44.30361127
BFJEKD_10370,13.50248989,30.48044383,11.83672314,17.52430295,14.84814042,26.10958162,25.29674677,16.45569209,22.72288103,15.07077207,16.17081812
BFJEKD_10375,193.0276302,269.8695391,228.3260588,317.3370563,324.4261463,481.9947842,382.6311788,357.1871128,306.2862476,305.6815991,330.0043516
BFJEKD_10380,89.83511421,132.7149797,179.9850119,244.3027089,186.7905919,280.8935473,288.7960254,164.0177979,122.4107975,204.8604498,232.9959073
BFJEKD_10385,25.98429339,60.88398158,98.87994327,95.77902046,88.15487733,159.204766,135.4315725,111.1400274,45.67646467,104.1344086,168.2096461
BFJEKD_10390,30.13446578,81.33699604,98.71132056,77.460735,122.1332805,173.9300922,96.21316054,166.0301006,52.3635327,104.5489733,181.1560475
BFJEKD_10395,126.8551743,80.68352778,86.00119153,126.6905591,100.438079,107.397863,79.82089801,137.1843341,115.5340265,93.60362342,123.427092
BFJEKD_10400,8.668402963,22.76603453,42.38280461,29.73321795,76.02873557,11.31932349,8.912763109,26.90038951,25.36178584,67.36893866,33.33241762
BFJEKD_10405,10.34518653,43.02261644,73.46019317,58.91205867,83.84101596,17.61084579,19.98121899,39.16400228,25.67745318,111.4110869,60.183962
BFJEKD_10410,6.299402117,18.06099873,46.90901854,24.94145219,32.65637991,14.97472686,18.89835025,28.8416441,7.852498969,47.4062354,41.31655395
BFJEKD_10415,50.35004265,61.15023119,308.4945967,275.3755431,212.576173,271.0896835,130.8389319,183.0195789,205.4674388,352.0032162,300.6646119
BFJEKD_10420,95.53963655,151.1872574,141.2664734,619.389182,291.7543114,927.1021286,425.1871641,196.0292293,759.28354,380.8104321,202.6503847
BFJEKD_10425,3.109430808,25.62543986,16.18757298,9.606110413,12.67388855,7.524724715,5.793592082,21.97962905,5.669137405,17.54422361,15.73944085
BFJEKD_10430,29.34245144,103.6492467,95.49007373,49.6586678,81.37736811,42.02954439,40.58019794,76.66856541,22.95020868,73.77119308,98.77691514
BFJEKD_10435,60.10346845,147.3259415,153.2544153,108.9176296,132.6461298,54.12391862,74.00562035,103.6374796,52.07207691,136.7583673,136.2627518
BFJEKD_10440,277.350316,237.1185182,43.88330594,22.13001811,20.98010272,18.17066769,15.94521503,15.1204202,32.8018971,19.0174748,18.21860151
BFJEKD_10445,27.07874267,28.0307793,115.4880284,20.84163695,29.42554661,26.61899614,18.00240832,14.16863503,9.145864117,22.95553878,28.13878013
BFJEKD_10450,20.31025032,23.35215728,37.63495823,48.6104965,37.21061153,18.91925257,27.4307278,29.7163497,100.3761748,29.75923725,27.07241164
BFJEKD_10455,21.05916452,29.90854909,32.56155713,66.44122701,23.33025481,37.9891102,60.79500898,42.30239298,82.73543876,33.75611663,39.51723899
BFJEKD_10460,6.538685765,17.52940907,12.46961151,15.47243018,11.36494416,22.50441074,16.52635492,12.70738506,15.83695002,12.16596111,13.54077136
BFJEKD_10465,9.099746597,18.92738552,51.0304775,36.61394274,68.24041335,28.51774692,19.29710225,29.45648766,33.38562112,61.54553304,30.55474439
BFJEKD_10470,6.763483631,20.64809625,31.02163622,21.45495638,39.35281278,28.33122041,19.26088249,24.38606276,23.11864344,35.98301222,20.78594318
BFJEKD_10475,10.41810069,21.09573102,46.6802639,35.28580165,57.38147752,48.57665676,40.87748877,35.5070737,44.44456461,43.41984233,34.01884437
BFJEKD_10480,9.751660666,25.06369992,37.65302446,36.61643411,48.36792153,32.66361402,30.21252982,33.35912795,28.46920935,51.15617675,35.08960591
BFJEKD_10485,12.40024582,13.34315906,36.03557497,38.33713862,53.04357165,33.62621519,29.68495795,28.80795585,48.32578351,66.45828677,32.68521526
BFJEKD_10490,13.84681183,19.06618861,40.73225314,46.81213998,70.38031096,47.74563678,47.7026582,36.03463823,72.09222529,61.68833079,40.6062143
BFJEKD_10495,8.938400865,12.55708902,61.17080277,41.4162581,67.12855018,12.30599963,15.29114483,20.11292962,24.34339314,71.83557667,38.28058383
BFJEKD_10500,10.64307272,45.95657758,22.89118549,33.99360956,22.62506833,45.26317378,39.16792363,49.7733417,50.69857453,23.71244447,25.24703528
BFJEKD_10505,5.342837853,25.55996254,8.11970337,11.79319912,10.46162303,35.18519533,22.49456649,21.322162,15.56248198,10.1005227,11.07590282
BFJEKD_10510,6.892762154,15.1693452,9.790118662,8.198699583,7.440312116,20.89678759,24.22711322,22.39229276,6.759356137,8.293647077,10.19238097
BFJEKD_10515,285.6347366,203.2996997,186.4283894,501.56724,168.9461564,316.4570538,461.138613,245.2215418,1203.863928,154.2459798,206.5685333
BFJEKD_10520,4.735897587,28.63882452,4.200447891,7.825910787,5.927264558,8.690319328,9.837328993,7.355535604,12.0465163,6.351605839,6.049003972
BFJEKD_10525,10.18378277,46.92978129,15.67807479,23.49813057,18.21668577,41.74632643,29.65705473,21.6854197,24.09318748,19.13875292,22.44437666
BFJEKD_10530,51.81426593,190.5138144,69.24483034,93.8801944,78.63018995,185.393479,132.7577286,108.9699848,80.26007364,70.50504361,104.0343729
BFJEKD_10535,45.31610716,45.13962321,213.8763009,253.7273082,194.7903198,203.5229433,283.6443143,191.2367845,233.6966551,153.7833885,308.241622
BFJEKD_10540,23.70117907,60.35456682,224.0469751,108.8469039,355.8080104,60.04220626,50.7551915,61.62119072,69.43994826,232.627731,96.96449468
BFJEKD_10545,47.47862902,87.28199756,265.2656792,178.5810821,484.0718853,150.8885533,95.84220983,93.97401593,147.9652397,336.1691615,130.9995055
BFJEKD_10550,13.12313606,39.44548772,81.72999141,64.11330349,108.0854125,127.4385754,83.87151955,55.91069879,86.1520876,93.43481948,51.84860548
BFJEKD_10555,6.275335137,23.98117162,14.61655963,20.50762233,18.1915016,41.84227824,31.00874367,23.41784885,31.99883747,16.2892684,14.3762981
BFJEKD_10560,3.528086198,13.4838624,4.477707765,6.491003314,5.608715847,16.56750936,9.939328501,8.927784335,9.477404107,5.342123721,6.315207747
BFJEKD_10565,57.36360673,73.9149148,209.8313135,242.7573684,237.6850301,185.0259779,220.8844124,333.5366928,201.7237841,169.0117183,199.7382027
BFJEKD_10570,230.0328843,223.1001907,65.71614684,124.6983592,101.8740338,68.57518228,38.7803901,76.32750261,38.00138766,97.50161991,213.3330338
BFJEKD_10575,129.8920089,83.21582104,24.75877455,64.11330349,42.88148739,37.83150989,24.02338882,31.25472954,17.50455444,48.26797516,89.03832056
BFJEKD_10580,45.02671548,64.38274432,19.76106783,33.59783693,16.95827594,118.0992114,166.5082006,23.44573517,12.38802633,24.59431575,50.74680474
BFJEKD_10585,20.67853839,277.3619884,21.36290109,24.57423422,22.46210952,547.1606269,747.0632859,42.28469457,34.63578901,18.25274553,18.58232037
BFJEKD_10590,72.76980191,68.40479321,42.89628464,108.1377719,43.35088653,68.82732908,106.105799,53.30958582,192.0137808,44.6276742,51.21497463
BFJEKD_10595,778.0796975,391.7423747,232.6787998,512.0477676,253.9020594,133.6136597,146.3409272,360.197836,520.0450889,185.0496394,480.1700548
BFJEKD_10600,74.52339026,54.97580525,180.3816388,47.97695183,151.499117,84.94109928,145.3288689,233.2710458,32.37614175,132.8127386,73.52365313
BFJEKD_10605,485.7823406,177.2851191,101.2427413,303.3385664,131.7669257,74.07548699,77.18970071,91.72936467,243.0477365,131.1798129,235.4262587
BFJEKD_10610,53.55758001,64.60305353,180.3225684,109.7807357,149.8910276,138.3635156,127.3223484,157.452182,66.00797944,140.8916723,130.8560283
BFJEKD_10615,12.74055476,40.64417591,25.35889272,25.3665679,52.68047324,47.00329236,28.98585567,18.44557877,23.39884775,55.41389581,19.64768848
BFJEKD_10620,18.97697349,42.8286892,33.48018434,28.82994282,75.55197977,102.9146788,51.89431094,35.02348306,50.12925015,56.48128049,22.97583342
BFJEKD_10625,9.687248776,28.15846145,12.7793654,17.06241141,19.2075902,33.07928002,30.17589081,16.89943177,20.27028113,22.69023969,14.00119167
BFJEKD_10630,170.5883269,102.8416887,120.5385783,126.3011263,212.2143228,189.155522,200.6252407,121.6729465,131.9223997,155.8887204,103.7287068
BFJEKD_10635,7.893773506,7.949116038,5.461529511,6.869282517,9.649834385,20.4242528,15.2397356,6.279894014,4.001918555,8.554094072,7.349907861
BFJEKD_10640,9.140307962,30.69720155,17.51042802,19.53057818,61.92552253,49.78115993,26.53232852,17.25944575,32.4801382,44.99902162,12.32957292
BFJEKD_10645,63.33156718,88.65545585,53.05948326,83.29068235,56.17630363,31.34653815,30.39355728,38.05719352,43.14676149,53.68898021,81.96901589
BFJEKD_10650,7.302052134,15.24349719,15.57757432,15.95853636,21.99365526,12.61294532,9.981934729,9.385446662,10.1897212,20.55580978,14.29900661
BFJEKD_10655,11.60453352,34.94912283,20.09776949,45.41358997,17.61292574,32.34729972,19.19377649,18.84754471,9.626419895,16.64605752,34.81730562
BFJEKD_10660,5.353584787,11.22264005,9.558335477,16.6183256,12.35637951,13.32871063,11.03337786,7.532201852,21.4233873,12.23982143,10.60025055
BFJEKD_10665,2.046318152,6.877761711,2.454962829,3.984695538,2.455771534,7.039644148,5.115583975,1.795532045,2.733232596,1.959693922,2.738037429
BFJEKD_10670,582.5734955,191.2995891,38.38771762,239.4300265,49.16716354,26.13089122,35.61898252,70.2204102,448.5060329,44.65455429,94.64167995
BFJEKD_10675,25.30121725,115.1535386,31.42528659,30.01203615,33.93592491,31.67314561,22.11904704,19.15223275,38.72753999,27.56740277,43.33226217
BFJEKD_10680,6.814413478,31.84435039,15.96353248,15.20759834,16.85148813,11.77904728,8.690994514,10.14540504,15.25217882,20.11908156,20.56715087
BFJEKD_10685,8.186675541,18.06154046,24.67708451,21.81944594,29.95760255,44.28213998,39.12691262,27.80973604,7.555413065,30.7993232,27.45739545
BFJEKD_10690,2.601647032,5.749259371,9.215665926,6.624348619,9.792981495,21.09902488,13.45299033,8.501218562,4.202621983,11.60756037,8.104975888
BFJEKD_10695,24.28127786,161.9020922,15.6210601,18.18598513,13.58711414,36.49934118,27.51629306,10.13646898,38.38720057,25.57808838,26.51826733
BFJEKD_10700,45574.27003,12051.52234,329.0239134,1917.388483,926.7877121,7308.377506,5084.87667,779.5294893,1794.676111,1527.834029,761.9875017
BFJEKD_10705,17078.60495,2581.102592,184.9245434,783.9281931,422.5646363,2096.883826,1059.190876,324.1166242,549.5135507,887.3726398,405.1783138
BFJEKD_10710,3.0508356,7.755664099,36.57076075,17.91957376,39.46699474,8.459602885,4.974778126,12.89393277,6.747012882,42.89961725,37.19739044
BFJEKD_10715,1.985405003,6.093922038,39.10409894,18.49794708,42.06282714,8.50653614,4.696966451,12.70064981,6.429702601,48.48466299,28.50957463
BFJEKD_10720,3.591087737,10.6512908,49.09017231,34.59579248,85.9382991,15.20088859,16.13224191,18.92336704,24.13949534,76.84280016,35.47578774
BFJEKD_10725,4.323251257,18.86307228,62.44446052,44.29835047,148.1054932,32.45510843,24.85841992,31.41193246,31.38949574,113.6173246,49.94909572
BFJEKD_10730,26.87396428,40.12774923,211.4269633,147.5134387,522.9619045,102.4693697,104.6309276,144.9244288,150.5828444,320.1878755,179.6791378
BFJEKD_10735,361.2776485,314.6721859,203.392406,328.554231,151.618583,90.11545653,90.35794793,253.8107211,105.8020356,114.9024168,474.8930411
BFJEKD_10740,39.33014273,49.52033053,28.03434427,44.32714045,19.1971047,19.62598432,19.1642021,42.32026075,12.11417074,19.02184563,104.9296057
BFJEKD_10745,126.9647813,137.2785883,241.4060287,192.5581479,373.1166398,367.9383914,305.1866567,295.4159265,191.4065006,339.7734221,234.8057885
BFJEKD_10750,496.3591355,461.1382977,1165.046146,804.4865082,1160.139174,647.8327062,705.2730031,915.7824417,641.8459729,1193.081441,989.156121
BFJEKD_10755,14.89104382,20.46455762,13.9673333,20.72996813,14.91918415,26.57306532,19.6166902,15.82717607,16.1995659,14.22628915,18.68135609
BFJEKD_10760,26.88604464,300.2008006,1109.213976,548.7949244,1766.208331,44.94643291,51.74125046,45.31462221,3183.46812,976.8038648,257.2967745
BFJEKD_10765,1.340878254,14.98561897,25.00380759,19.94941847,50.21846781,12.71845017,6.729061306,3.200208359,80.02784802,42.65628472,12.37126055
BFJEKD_10770,1.993179845,22.08811751,38.79506798,22.74746014,61.3937655,11.76347675,8.238475053,6.443058597,91.7770858,44.08775889,18.55927041
BFJEKD_10775,6.733289508,45.15945425,120.2874351,66.23469956,147.9185393,23.19548468,23.88039246,20.04025001,221.016272,94.78938634,51.12424996
BFJEKD_10780,2.560857649,13.34083204,35.41921098,25.15921643,38.58635597,6.980748312,4.319799653,7.481775987,66.82053586,39.35551303,21.65248215
BFJEKD_10785,4.235641947,14.86212934,56.11062025,26.02890526,54.23915851,9.953015298,12.89386354,12.52636818,50.44069791,42.16168414,25.48877636
BFJEKD_10790,4.847968446,21.56197725,69.91064602,24.30962757,51.68431653,6.952255462,8.783592629,10.92760803,71.55261282,38.97613467,17.44454694
BFJEKD_10795,1.7445341,2.924461724,7.414765487,4.599036685,7.175013483,2.962608862,2.582675674,2.666161049,8.895429721,6.809750802,4.672646502
BFJEKD_10800,1.848876855,4.774716564,7.427250779,5.395674056,11.28962309,19.38830319,10.95774922,9.80111611,7.952308666,12.63830109,5.921769824
BFJEKD_10805,6.012984119,28.30717194,106.3756674,42.02776145,173.0451883,110.0436947,75.98828972,70.6333077,22.96908561,152.6187599,56.02346193
BFJEKD_10810,57.06205469,40.41408383,57.74474796,177.9291221,57.38899802,105.9315377,83.80675536,80.51714783,134.8800135,44.42921773,148.6609709
BFJEKD_10815,57.4071788,56.81116497,89.58247282,165.8875685,105.4105194,116.9242964,115.8144329,120.8285083,150.0248436,115.9063026,138.2551506
BFJEKD_10820,82.93702632,109.8891689,185.3363108,356.1850194,345.3232931,319.7945552,321.6119412,278.5128607,421.5886548,291.1223392,280.7653461
BFJEKD_10825,47.1408107,71.56501866,58.11454747,100.7097701,93.13710339,120.5593433,143.3299537,90.36362707,107.1115147,96.90525968,96.32194099
BFJEKD_10830,17430.46655,7492.787095,4381.621997,11850.2756,4338.885052,2273.242697,2799.221176,4746.813653,9390.770799,3298.050895,6706.113035
BFJEKD_10835,206.1527825,372.7663864,1757.076285,1338.501044,1103.224901,1857.666226,2299.66365,1729.678016,1555.85212,815.0306127,1224.919761
BFJEKD_10840,8.821879687,14.30465928,17.33633271,18.44769582,26.70674711,38.22100821,26.64908858,22.12203889,17.36601875,28.18415776,20.84568502
BFJEKD_10845,80.0372149,189.1102205,216.2016564,101.5379323,343.3724628,249.5597362,191.9753606,245.4163689,64.15618889,185.5962639,146.6251003
BFJEKD_10850,28.57098521,65.41907658,65.81677936,19.2231611,56.32496045,88.1949975,65.69889892,46.42930437,5.826356207,52.04499064,60.50586101
BFJEKD_10855,167.4689954,293.2000877,539.0546149,152.4745872,449.6248631,228.2880039,247.9675765,214.6788756,40.69231433,388.918113,382.4381444
