"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","significant"
75262.6735048411,-1.89178371359564,0.610894779727659,-3.09674231369109,0.0019565987691003,0.00861169662318296,"BFJEKD_00005","yes"
1091.89033783739,-1.03993961685752,0.334837787625314,-3.1058012425444,0.00189764220579445,0.00839724787141674,"BFJEKD_00010","yes"
483.264619375812,-1.41641777388877,0.303423240117777,-4.66812553098759,3.03960172598835e-06,3.01013619905275e-05,"BFJEKD_00015","yes"
797.258876403674,-2.78616524461202,0.494132321932724,-5.63850029828924,1.71537523647526e-08,2.69598650526193e-07,"BFJEKD_00020","yes"
1506.03560648467,-0.862117288250611,0.327106980504473,-2.63558205612436,0.00839931148636731,0.0286269773398401,"BFJEKD_00025","no"
3696.03211082997,0.594530511481611,0.517788765998499,1.14821052622709,0.250881664874718,0.394780147159974,"BFJEKD_00030","no"
3010.44295839225,0.966465642086822,0.31297290719422,3.08801694929801,0.00201496978289975,0.00881861634410015,"BFJEKD_00035","no"
8959.00884106563,2.00585611122668,0.933942338179897,2.14773014267215,0.0317351993537845,0.083579405625096,"BFJEKD_00040","no"
5400.59221306282,1.54923963952434,0.329827481118601,4.69712115640011,2.63853956027077e-06,2.6743630738828e-05,"BFJEKD_00045","yes"
1277.30763401757,-0.0985094778904341,0.602817834944585,-0.163415002310756,0.8701916915222,0.917459029464742,"BFJEKD_00050","no"
842.48055885501,0.0117623836292192,0.706239343014559,0.0166549537993903,0.986711883831611,0.992304159963922,"BFJEKD_00055","no"
3300.96767362043,-0.24208258473497,0.454277195592829,-0.532896185596668,0.594105445822609,0.725485165361236,"BFJEKD_00060","no"
1132.97011332054,0.237464467254241,0.359309374321777,0.660891377249682,0.508681976258202,0.654742517186453,"BFJEKD_00065","no"
1708.92026369544,0.86097820507346,0.35043403999562,2.45689090330443,0.0140145239134733,0.0438038501063633,"BFJEKD_00070","no"
287.98496225885,-0.0781921721934473,0.576213662333219,-0.135699962192548,0.892058477610559,0.929157770347248,"BFJEKD_00075","no"
387.685382636147,-1.34425513895875,0.328674846446442,-4.08992398868526,4.31514581034044e-05,0.000320294379268482,"BFJEKD_00080","yes"
136.745967462593,-1.08804701416357,0.519439439262496,-2.0946561464574,0.0362015702160875,0.0931308784485433,"BFJEKD_00085","no"
248.241492898675,-1.20531587414203,0.374610517053739,-3.21751744617764,0.00129305162825917,0.00609177963701709,"BFJEKD_00090","yes"
157.645528607992,-2.28845039491317,0.41326667892047,-5.53746651167481,3.0687834769939e-08,4.6354153531869e-07,"BFJEKD_00095","yes"
250.878544397043,-1.40907328492644,0.334239368076074,-4.21576097704244,2.48937319859028e-05,0.000198842525862705,"BFJEKD_00100","yes"
1082.51937009919,-0.108381024505197,0.309918457438748,-0.349708195506934,0.726557702467537,0.820062922167312,"BFJEKD_00105","no"
1834.15681465584,0.95571903890858,0.364141552677478,2.62458110556547,0.00867556276652623,0.0293367026652045,"BFJEKD_00110","no"
0,NA,NA,NA,NA,NA,"BFJEKD_00115","no"
224.791833251217,1.2070785293027,0.381249074982993,3.16611529970674,0.00154489544343582,0.00708898831136863,"BFJEKD_00120","yes"
8995.22016153438,1.43600099947696,0.683002851783998,2.10248170373834,0.035511100718659,0.0917803548534183,"BFJEKD_00125","no"
4188.28391252078,2.06570661582439,0.945610703869787,2.18452118548443,0.0289239722728978,0.0777461890989773,"BFJEKD_00130","no"
5142.69291164541,1.07795548506749,0.587739562033638,1.83406997707906,0.0666436073667747,0.149457240784413,"BFJEKD_00135","no"
2653.46138504398,1.29441042601539,0.787302087866556,1.6441089715931,0.100153695107728,0.199382894568308,"BFJEKD_00140","no"
2725.52915179518,1.76574053868517,0.979817198785696,1.80211221120989,0.0715277528675954,0.157231447696492,"BFJEKD_00145","no"
488.397027346636,0.345946174930556,0.446401721597744,0.774966041108351,0.43835972625275,0.592724645528797,"BFJEKD_00150","no"
0,NA,NA,NA,NA,NA,"BFJEKD_00155","no"
5699.03559753576,0.185908709833409,0.402908918381043,0.461416219279587,0.644500017185897,0.764884883751026,"BFJEKD_00160","no"
1084.16227009822,-0.725241565938662,0.339899682839603,-2.13369297635062,0.0328679213920589,0.0862116694891707,"BFJEKD_00165","no"
2023.90398523877,-0.584727442448858,0.293615339660474,-1.9914744342888,0.0464287531626527,0.112718211242913,"BFJEKD_00170","no"
2014.87831722381,-0.0699006889843907,0.744133803361607,-0.0939356452678484,0.925160278185659,0.950053954358282,"BFJEKD_00175","no"
6603.97457888953,-0.182383746196863,0.855902191227975,-0.213089472215505,0.831257176030937,0.894632757790989,"BFJEKD_00180","no"
2879.17243455113,-1.35902169632662,0.896957334585084,-1.51514642215984,0.129735327770575,0.241550380050538,"BFJEKD_00185","no"
4198.44934386087,1.31596366274772,0.340515444077039,3.86462254689978,0.000111261119288188,0.000730821768319367,"BFJEKD_00190","yes"
835.00782457638,0.793790508579284,0.405397897220317,1.95805285133951,0.050223811399851,0.119539445649431,"BFJEKD_00195","no"
1300.70768633516,0.0393837068104627,0.391705562541373,0.100544160146571,0.919912325708387,0.947015224215522,"BFJEKD_00200","no"
1321.40420413477,-0.736909884873167,0.368868550838716,-1.99775742116701,0.0457429655612603,0.111401626291601,"BFJEKD_00205","no"
2717.73946523152,-0.758423000093704,0.364334359294843,-2.08166751431736,0.0373728498762981,0.0953228667672728,"BFJEKD_00210","no"
1274.06797229807,-1.21443678809689,0.392495786258621,-3.09413968407977,0.00197384530287206,0.00866799855858693,"BFJEKD_00215","yes"
1238.76862430023,0.296207884330237,0.443812879081117,0.667416152824394,0.504506351031144,0.65196193565343,"BFJEKD_00220","no"
780.631714325868,0.990252580894736,0.511226480620811,1.93701347334789,0.0527436964172719,0.123791432582739,"BFJEKD_00225","no"
4487.60372557117,0.776473077372575,0.322849683330778,2.40506067517816,0.0161697808455672,0.0491551207850369,"BFJEKD_00230","no"
2547.59026883965,0.623526923505374,0.343704018980103,1.81413916938071,0.0696563025282734,0.153989616409315,"BFJEKD_00235","no"
2857.96316957706,-0.508941175638915,0.522349367657453,-0.974330988321726,0.32989222303798,0.483625985586646,"BFJEKD_00240","no"
6373.71084997834,0.287511744388327,0.770052299672953,0.373366516157974,0.708875676843456,0.808655708935144,"BFJEKD_00245","no"
1951.50791814302,-1.38340909084796,0.475555638302087,-2.90903730168619,0.00362543600220697,0.0143758350976174,"BFJEKD_00250","yes"
1201.05003029017,0.379963021157419,0.905478153467991,0.419626933794213,0.674758009361476,0.78716087966834,"BFJEKD_00285","no"
1966.61994098662,-0.429106733053646,0.378344434504431,-1.13416953949833,0.256723438543115,0.402504195647969,"BFJEKD_00290","no"
